Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2010-01-04 00:00:00-05:00,6.4370117926365795,6.469282740618489,6.405344054997402,6.454504489898682,493729600,0.0,0.0,AAPL
2010-01-05 00:00:00-05:00,6.472300655691109,6.50215876904053,6.431584351044879,6.465665340423584,601904800,0.0,0.0,AAPL
2010-01-06 00:00:00-05:00,6.465665115473195,6.491301157255858,6.356184833431344,6.362820148468018,552160000,0.0,0.0,AAPL
2010-01-07 00:00:00-05:00,6.386343022765545,6.393883151684739,6.3049112411467,6.35105562210083,477131200,0.0,0.0,AAPL
2010-01-08 00:00:00-05:00,6.342612986277357,6.3938850729803764,6.3052155463090624,6.39328145980835,447610800,0.0,0.0,AAPL
2010-01-11 00:00:00-05:00,6.418012943647234,6.424045048835997,6.2868178772096455,6.336883544921875,462229600,0.0,0.0,AAPL
2010-01-12 00:00:00-05:00,6.309135312634988,6.3266288199555465,6.225593073763953,6.264800548553467,594459600,0.0,0.0,AAPL
2010-01-13 00:00:00-05:00,6.2693236395716,6.3616120016911575,6.1556209079742015,6.3531670570373535,605892000,0.0,0.0,AAPL
2010-01-14 00:00:00-05:00,6.336881545733238,6.347437323806138,6.30400698550315,6.316372394561768,432894000,0.0,0.0,AAPL
2010-01-15 00:00:00-05:00,6.361612492994498,6.381820040691002,6.209003891201867,6.210813522338867,594067600,0.0,0.0,AAPL
2010-01-19 00:00:00-05:00,6.283196762911993,6.490093077802808,6.250323007350404,6.485569000244141,730007600,0.0,0.0,AAPL
2010-01-20 00:00:00-05:00,6.4816483862390895,6.500950715233005,6.318484009353608,6.385740756988525,612152800,0.0,0.0,AAPL
2010-01-21 00:00:00-05:00,6.396297498839443,6.433393733824226,6.249418571653161,6.275355815887451,608154400,0.0,0.0,AAPL
2010-01-22 00:00:00-05:00,6.236448031587194,6.258162794552411,5.946310755941671,5.964104652404785,881767600,0.0,0.0,AAPL
2010-01-25 00:00:00-05:00,6.107668955348867,6.173718500002848,6.037698139275473,6.124558448791504,1065699600,0.0,0.0,AAPL
2010-01-26 00:00:00-05:00,6.211417442321124,6.445457861307339,6.10977889791117,6.211115837097168,1867110000,0.0,0.0,AAPL
2010-01-27 00:00:00-05:00,6.238560255769221,6.35105617021248,6.017790094087564,6.269625186920166,1722568400,0.0,0.0,AAPL
2010-01-28 00:00:00-05:00,6.180654029940021,6.19784471988245,5.99275802917016,6.010551929473877,1173502400,0.0,0.0,AAPL
2010-01-29 00:00:00-05:00,6.0645385169345065,6.098317492177078,5.737907350958813,5.792496681213379,1245952400,0.0,0.0,AAPL
2010-02-01 00:00:00-05:00,5.801846294159898,5.911326564663297,5.7695753434189,5.873023509979248,749876400,0.0,0.0,AAPL
2010-02-02 00:00:00-05:00,5.908612443993722,5.920977854239564,5.832307940811642,5.907104015350342,698342400,0.0,0.0,AAPL
2010-02-03 00:00:00-05:00,5.886294381402626,6.037998590787262,5.863674391813089,6.0087432861328125,615328000,0.0,0.0,AAPL
2010-02-04 00:00:00-05:00,5.93334349247305,5.9828059440681844,5.777719222989211,5.792196273803711,757652000,0.0,0.0,AAPL
2010-02-05 00:00:00-05:00,5.809686768527316,5.911325281848201,5.756001860438631,5.895038604736328,850306800,0.0,0.0,AAPL
2010-02-08 00:00:00-05:00,5.901977871514791,5.968027806427865,5.851007392804809,5.854626655578613,478270800,0.0,0.0,AAPL
2010-02-09 00:00:00-05:00,5.923994031576465,5.956566589996102,5.87362716784636,5.917057514190674,632886800,0.0,0.0,AAPL
2010-02-10 00:00:00-05:00,5.908007968039977,5.929422337769355,5.858847936079246,5.884785175323486,370361600,0.0,0.0,AAPL
2010-02-11 00:00:00-05:00,5.877548152038032,6.024426675730784,5.852816926175089,5.991853713989258,550345600,0.0,0.0,AAPL
2010-02-12 00:00:00-05:00,5.974963345445764,6.08142796121825,5.8962464063944,6.043426513671875,655468800,0.0,0.0,AAPL
2010-02-16 00:00:00-05:00,6.090476010123654,6.143255711464941,6.077808994551351,6.134509563446045,543737600,0.0,0.0,AAPL
2010-02-17 00:00:00-05:00,6.15833500428063,6.1619542663059645,6.057902496463238,6.10887336730957,436396800,0.0,0.0,AAPL
2010-02-18 00:00:00-05:00,6.081126822927925,6.149288802909745,6.059713655897978,6.120335102081299,422825200,0.0,0.0,AAPL
2010-02-19 00:00:00-05:00,6.088063512437708,6.1284774003356715,6.065443122924958,6.082332611083984,415469600,0.0,0.0,AAPL
2010-02-22 00:00:00-05:00,6.102541267674584,6.1073665489700675,6.007537627847883,6.044633865356445,390563600,0.0,0.0,AAPL
2010-02-23 00:00:00-05:00,6.031967806718061,6.072080505764923,5.902582356044524,5.943297863006592,575094800,0.0,0.0,AAPL
2010-02-24 00:00:00-05:00,5.978584805848268,6.0753980914012695,5.966822199435061,6.051873683929443,460566400,0.0,0.0,AAPL
2010-02-25 00:00:00-05:00,5.952945856154375,6.1182214379879,5.9381676076971255,6.092284202575684,665126000,0.0,0.0,AAPL
2010-02-26 00:00:00-05:00,6.103744385764399,6.187890196670162,6.092283794451989,6.171302318572998,507460800,0.0,0.0,AAPL
2010-03-01 00:00:00-05:00,6.205384970886109,6.3184845071182405,6.196337217379671,6.303103446960449,550093600,0.0,0.0,AAPL
2010-03-02 00:00:00-05:00,6.331452729264024,6.358596793426938,6.265402803995141,6.298880577087402,566546400,0.0,0.0,AAPL
2010-03-03 00:00:00-05:00,6.301595078576353,6.3296435576597085,6.271435363029944,6.313356876373291,372052800,0.0,0.0,AAPL
2010-03-04 00:00:00-05:00,6.3118496734264316,6.361311317134017,6.292244932108635,6.354977607727051,366041200,0.0,0.0,AAPL
2010-03-05 00:00:00-05:00,6.482554717684232,6.6261155877236675,6.473204955425468,6.6034955978393555,899620400,0.0,0.0,AAPL
2010-03-08 00:00:00-05:00,6.635465111908911,6.63787755116477,6.582383797412738,6.60741662979126,429889600,0.0,0.0,AAPL
2010-03-09 00:00:00-05:00,6.584193041100334,6.785962103745021,6.571526024374865,6.726245880126953,920259200,0.0,0.0,AAPL
2010-03-10 00:00:00-05:00,6.7506751180656375,6.800438769153305,6.731674392715484,6.7811360359191895,596218000,0.0,0.0,AAPL
2010-03-11 00:00:00-05:00,6.7530874386217326,6.8010406494140625,6.735292732794651,6.8010406494140625,405700400,0.0,0.0,AAPL
2010-03-12 00:00:00-05:00,6.857442811330914,6.868300603005018,6.808584359506791,6.8342204093933105,416323600,0.0,0.0,AAPL
2010-03-15 00:00:00-04:00,6.797423995560197,6.8010424533678036,6.642703716797784,6.750977993011475,493502800,0.0,0.0,AAPL
2010-03-16 00:00:00-04:00,6.761230479498246,6.7853580891944345,6.7108636211117965,6.769373416900635,446908000,0.0,0.0,AAPL
2010-03-17 00:00:00-04:00,6.782945749632527,6.82969334922076,6.733785711037876,6.759421348571777,450956800,0.0,0.0,AAPL
2010-03-18 00:00:00-04:00,6.758817194875627,6.785961663262235,6.713879630144278,6.7754058837890625,342109600,0.0,0.0,AAPL
2010-03-19 00:00:00-04:00,6.779629558447359,6.793201392369313,6.6722601000710275,6.703023433685303,559445600,0.0,0.0,AAPL
2010-03-22 00:00:00-04:00,6.649340880418877,6.816125003292753,6.63968950988897,6.7784247398376465,456419600,0.0,0.0,AAPL
2010-03-23 00:00:00-04:00,6.805262636950857,6.899965047114626,6.758816247355014,6.887297630310059,602431200,0.0,0.0,AAPL
2010-03-24 00:00:00-04:00,6.86558482592909,6.94279415875964,6.861663555025241,6.917761325836182,597780400,0.0,0.0,AAPL
2010-03-25 00:00:00-04:00,6.964507910836626,6.9660163395338515,6.823661099304202,6.8357253074646,542284400,0.0,0.0,AAPL
2010-03-26 00:00:00-04:00,6.9050949475994665,6.9955741090996835,6.893030737257639,6.963906764984131,640875200,0.0,0.0,AAPL
2010-03-29 00:00:00-04:00,7.027241265948588,7.053479711704051,6.985620551502843,7.008842945098877,540744400,0.0,0.0,AAPL
2010-03-30 00:00:00-04:00,7.135818276315143,7.1623595440738566,7.064942235218733,7.113198280334473,527310000,0.0,0.0,AAPL
2010-03-31 00:00:00-04:00,7.102341147025348,7.136120136299371,7.071276202856671,7.087562084197998,430659600,0.0,0.0,AAPL
2010-04-01 00:00:00-04:00,7.160243996031814,7.200054265231613,7.019699217166614,7.116813659667969,603145200,0.0,0.0,AAPL
2010-04-05 00:00:00-04:00,7.0869570819972125,7.19342089838561,7.08062297014809,7.192817687988281,684507600,0.0,0.0,AAPL
2010-04-06 00:00:00-04:00,7.184073479347531,7.245599345776207,7.147881651091624,7.224487781524658,447017200,0.0,0.0,AAPL
2010-04-07 00:00:00-04:00,7.224788226710153,7.296267462565392,7.197945762273727,7.25645637512207,628502000,0.0,0.0,AAPL
2010-04-08 00:00:00-04:00,7.2516289895553845,7.28480475374773,7.17924535761676,7.236850738525391,572989200,0.0,0.0,AAPL
2010-04-09 00:00:00-04:00,7.28148806511088,7.295361904362672,7.2522327632788395,7.29234504699707,334182800,0.0,0.0,AAPL
2010-04-12 00:00:00-04:00,7.3047082661037805,7.330947508052611,7.29294606946578,7.307423114776611,333026400,0.0,0.0,AAPL
2010-04-13 00:00:00-04:00,7.294458552840697,7.322808643647392,7.2718377542900905,7.311648845672607,306210800,0.0,0.0,AAPL
2010-04-14 00:00:00-04:00,7.397602490021856,7.413587161364787,7.361109472460274,7.40996789932251,404076400,0.0,0.0,AAPL
2010-04-15 00:00:00-04:00,7.412682829847302,7.510702508498003,7.404539891955286,7.50738525390625,376784800,0.0,0.0,AAPL
2010-04-16 00:00:00-04:00,7.496827772725228,7.574339093437289,7.375585715718661,7.461541175842285,750545600,0.0,0.0,AAPL
2010-04-19 00:00:00-04:00,7.450383640271624,7.476320884613796,7.291742511219454,7.451590061187744,566924400,0.0,0.0,AAPL
2010-04-20 00:00:00-04:00,7.495925112739057,7.517338682154043,7.327633415180969,7.37679386138916,738326400,0.0,0.0,AAPL
2010-04-21 00:00:00-04:00,7.805363892464544,7.8490962443763905,7.712773108203317,7.818031311035156,982391200,0.0,0.0,AAPL
2010-04-22 00:00:00-04:00,7.788479339421245,8.045139477301213,7.726952647337302,8.036694526672363,793424800,0.0,0.0,AAPL
2010-04-23 00:00:00-04:00,8.082533811086858,8.208903597576914,8.052676098073626,8.168188095092773,796955600,0.0,0.0,AAPL
2010-04-26 00:00:00-04:00,8.199852191392267,8.217344482649022,8.088561917718764,8.128071784973145,479068800,0.0,0.0,AAPL
2010-04-27 00:00:00-04:00,8.060816339102526,8.078007430666075,7.857238089476121,7.903080463409424,709343600,0.0,0.0,AAPL
2010-04-28 00:00:00-04:00,7.939573245660863,7.9621924218262965,7.7332801739123775,7.889809608459473,758402400,0.0,0.0,AAPL
